"","Reference","Specimen","Type.of.data","AFA","ALA","FAD","LAD","Global.compactness","MD..mm.","MD.log","Flying","Diving","finest.category","diving.or.not"
"Paguma_larvata","Hayashi et al. (2015)","NSMM36806","CT scan",39,39,0,0,0.656,9.3,0.968482949,0,"0","none","0"
"Vulpes_vulpes.1","Houssaye et al. (2016)","","",39,39,0,0,0.533,10.4,1.017033339,0,"0","none","0"
"Mustela_nivalis.1","This study","TIFFS0000.tifs","",39,39,0,0,0.632,1.53,0.184691431,0,"0","none","0"
"Sphenodon_punctatus","Schucht et al. (2021)","NHMW 8108:2","Thin section",39,39,0,0,0.778,3.86,0.586587305,0,"0","none","0"
"Brachyodus_onoideum","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Tenrec_ecaudatus","This study","UMMZ_138441","",39,39,0,0,0.8,4.55,0.658011397,0,"0","none","0"
"Mus_musculus","Schucht et al. (2021)","LIMES Institute, University of Bonn","Thin section",39,39,0,0,0.481,2,0.301029996,0,"0","none","0"
"Brachyodus_onoideum.1","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Vulpes_vulpes.2","Houssaye et al. (2016)","","",39,39,0,0,0.533,10.4,1.017033339,0,"0","none","0"
"Porphyrio_hochstetteri","This study","NMHUK_S_1961.17.1","CT scan",39,39,0,0,0.489,9.99,0.999565488,0,"0","none","0"
"Brachyodus_onoideum.2","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Caloenas_nicobarica","This study","FMNH_314877","CT scan",39,39,0,0,0.353,5.56,0.745074792,0,"0","none","0"
"Monodelphis_domestica.1","This study","UMMZ_165514","",39,39,0,0,0.77,2.33,0.367355921,0,"0","none","0"
"Giraffa_camelopardalis","Houssaye et al. (2016)","","",39,39,0,0,0.576,55.6,1.745074792,0,"0","none","0"
"Dicerorhinus_sumatrensis","Houssaye et al. (2016)","","",39,39,0,0,0.766,61.2,1.786751422,0,"0","none","0"
"Xenicus_giliventris.1","This study","NHMUK_1940.12.8.145","CT scan",39,39,0,0,0.355,1.34,0.127104798,0,"0","none","0"
"Monodelphis_domestica.2","This study","UMMZ_165514","",39,39,0,0,0.77,2.33,0.367355921,0,"0","none","0"
"Cephalophus_silvicultor","Houssaye et al. (2016)","","",39,39,0,0,0.641,22.3,1.348304863,0,"0","none","0"
"Dama_dama","Houssaye et al. (2016)","","",39,39,0,0,0.55,25.8,1.411619706,0,"0","none","0"
"Rangifer_tarandus","Houssaye et al. (2016)","","",39,39,0,0,0.457,28.2,1.450249108,0,"0","none","0"
"Rhinoceros_sondaicus","Houssaye et al. (2016)","","",39,39,0,0,0.723,73.7,1.867467488,0,"0","none","0"
"Brachyodus_onoideum.3","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Apteryx_owenii_","This study","UMZC_378","CT scan",39,39,0,0,0.471,8.32,0.920123326,0,"0","none","0"
"Dicerorhinus_sumatrensis.1","Houssaye et al. (2016)","","",39,39,0,0,0.766,61.2,1.786751422,0,"0","none","0"
"Euroscaptor_micrura.1","This study","NHMUK_99_10_25.1","",39,39,0,0,0.689,1.35,0.130333768,0,"0","none","0"
"Dromaius_","Kuehn et al. (2019)","23","Thin section",39,39,0,0,0.403,29.42,1.468642668,0,"0","none","0"
"Dromaius_.1","Kuehn et al. (2019)","23","Thin section",39,39,0,0,0.403,29.42,1.468642668,0,"0","none","0"
"Tamandua_tetradactyla.1","Houssaye et al. (2016)","","",39,39,0,0,0.791,10.2,1.008600172,0,"0","none","0"
"Hemiechinus_azurites","This study","156626","",39,39,0,0,0.75,3.87,0.587710965,0,"0","none","0"
"Rangifer_tarandus.1","Houssaye et al. (2016)","","",39,39,0,0,0.457,28.2,1.450249108,0,"0","none","0"
"Microgale_thomasi","This study","UMMZ_172202","",39,39,0,0,0.574,1.52,0.181843588,0,"0","none","0"
"Euroscaptor_micrura.2","This study","NHMUK_99_10_25.1","",39,39,0,0,0.689,1.35,0.130333768,0,"0","none","0"
"Capreolus_capreolus.2","Houssaye et al. (2016)","","",39,39,0,0,0.479,14.3,1.155336037,0,"0","none","0"
"Syncerus_caffer","Houssaye et al. (2016)","","",39,39,0,0,0.73,47,1.672097858,0,"0","none","0"
"Diplomesodon_pulchellum","This study","FMNH137436","",39,39,0,0,0.761,0.921,-0.03574037,0,"0","none","0"
"Brachyodus_onoideum.4","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Tenrec_ecaudatus.1","This study","UMMZ_138441","",39,39,0,0,0.8,4.55,0.658011397,0,"0","none","0"
"Taxidea_taxus","This study","UMZC_K1706","",39,39,0,0,0.692,11.77,1.070776463,0,"0","none","0"
"Caloenas_nicobarica.1","This study","FMNH_314877","CT scan",39,39,0,0,0.353,5.56,0.745074792,0,"0","none","0"
"Tenrec_ecaudatus.2","This study","UMMZ_138441","",39,39,0,0,0.8,4.55,0.658011397,0,"0","none","0"
"Rynochetus_jubatus","This study","FMNH_291228","CT scan",39,39,0,0,0.403,6.68,0.824776462,0,"0","none","0"
"Tapirus_terrestris","Houssaye et al. (2016)","","",39,39,0,0,0.687,33.2,1.521138084,0,"2","diving","2"
"Callophoca_obscura","Dewaele et al. (2019)","Histos 170","Thin section",36,36,5.3,3.6,0.733,25.86,1.412628521,0,"2","diving","2"
"Hesperornis","Wilson & Chin (2014)","YPM 1201","Thin section",21,22,89.8,72.1,0.725,22.914,1.360100909,0,"2","diving","2"
"Noemys_fodies","This study","NHMUK_1973.917","",39,39,0,0,0.729,0.969,-0.013676223,0,"2","diving","2"
"Dyrosaurid","Andrade & Sayao (2014)","CAV 0010-V","Thin section",23,24,72.1,61.6,0.635,12.54,1.098297536,0,"2","none","2"
"Micropotamogale_euwenzorii","This study","Image stack","",39,39,0,0,0.844,2.31,0.36361198,0,"2","diving","2"
"Plesiosaurus","Wintrich et al. (2017)","STIPB R 89","Thin section",7,7,199.3,190.8,0.9,41,1.612783857,0,"2","diving","2"
"Micropotamogale_euwenzorii.1","This study","Image stack","",39,39,0,0,0.844,2.31,0.36361198,0,"2","diving","2"
"Simosaurus","Klein & Griebeler (2016)","SMNS 91983","Thin section",1,2,247.2,237,0.865,22.97,1.361160995,0,"2","diving","2"
"Cryptoclidus","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Phalacrocorax_harrisi","This study","NHMUK_S1972.1.39","CT scan",39,39,0,0,0.623,9.26,0.966610987,0,"2","diving","2"
"Castor_fiber","Hayashi et al. (2015)","IPB M2","CT scan",39,39,0,0,0.749,29,1.462397998,0,"2","diving","2"
"Nothosaurus_150","Klein (2010)","Wijk-08-150","Thin section",2,2,242,237,0.938,8.125,0.90982337,0,"2","diving","2"
"Maiacetus","Houssaye et al. (2015)","GSP-UM 3551","Synchrotron",26,27,47.8,37.8,0.985,30.43,1.483301952,0,"2","diving","2"
"Otaria_byronia","Quemeneur et al. (2013)","Uncutalogued","Thin section",39,39,0,0,0.821,22.28,1.347915187,0,"2","diving","2"
"Dyrosaurid.1","Andrade & Sayao (2014)","CAV 0010-V","Thin section",23,24,72.1,61.6,0.635,12.54,1.098297536,0,"2","none","2"
"Simosaurus.1","Klein & Griebeler (2016)","SMNS 91983","Thin section",1,2,247.2,237,0.865,22.97,1.361160995,0,"2","diving","2"
"Hesperornis.1","Wilson & Chin (2014)","YPM 1201","Thin section",21,22,89.8,72.1,0.725,22.914,1.360100909,0,"2","diving","2"
"large_eocene_stem_penguin","Ksepka et al. (2015)","USNM 402616","Thin section",28,28,36.1,34.7,0.988,16.744,1.223859215,0,"2","diving","2"
"Placondontia_indet","Klein et al. (2015)","MB.R. 812","Thin section",2,2,242,237,0.959,23.38,1.368844507,0,"2","diving","2"
"Hexaprotodon_garyam","Houssaye et al. (2021)","TM 115–06-01","CT scan",35,35,7.246,5.33,0.726,69.4,1.84135947,0,"2","diving","2"
"Castor_fiber.1","Hayashi et al. (2015)","IPB M2","CT scan",39,39,0,0,0.749,29,1.462397998,0,"2","diving","2"
"Otaria_byronia.1","Quemeneur et al. (2013)","Uncutalogued","Thin section",39,39,0,0,0.821,22.28,1.347915187,0,"2","diving","2"
"Pistosaurus","Wintrich et al. (2017)","SMNS 84825","Thin section",2,2,242,237,0.845,27.56,1.440279213,0,"2","diving","2"
"Otaria_byronia.2","Quemeneur et al. (2013)","Uncutalogued","Thin section",39,39,0,0,0.821,22.28,1.347915187,0,"2","diving","2"
"Tapirus_terrestris.1","Houssaye et al. (2016)","","",39,39,0,0,0.687,33.2,1.521138084,0,"2","diving","2"
"Cryptoclidus.1","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Phocanella_pumila","Dewaele et al. (2019)","Histos 160","Thin section",36,36,5.3,3.6,0.966,29.5,1.469822016,0,"2","diving","2"
"Simosaurus.2","Klein & Griebeler (2016)","SMNS 91983","Thin section",1,2,247.2,237,0.865,22.97,1.361160995,0,"2","diving","2"
"Cryptoclidus.2","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Paraplacodus","Klein et al. (2015)","PIMUZ T5845","Thin section",2,2,247.2,237,0.939,9.05,0.956648579,0,"2","diving","2"
"Rodhocetus","Houssaye et al. (2015)","GSP-UM 3012","CT scan",26,27,47.8,37.8,0.893,26.863,1.429154512,0,"2","diving","2"
"Champsosaurus","Katsura (2010)","MOR740","Thin section",23,23,72.1,66,0.952,12.389,1.093036253,0,"2","diving","2"
"Hydromys_chrysogaster","This study","NHMUK_ZD_1998_134","",39,39,0,0,0.689,5.42,0.733999287,0,"2","diving","2"
"Anarosaurus","Klein (2010)","IGWH-24","Thin section",1,1,247.2,242,0.901,10,1,0,"2","diving","2"
"Psephoderma","Klein et al. (2015)","PIMUZ A/III","Thin section",5,5,208.5,201.3,0.843,9.37,0.971739591,0,"2","diving","2"
"Desmana_moschata","This study","UMMZ_124125","",39,39,0,0,0.89,5.1,0.707570176,0,"2","diving","2"
"Desmostylus_hesperus","Hayashi et al. (2015)","GSJF07745-7","CT scan",30,33,23.03,11.6,0.596,38,1.579783597,0,"2","diving","2"
"Phalacrocorax_harrisi.1","This study","NHMUK_S1972.1.39","CT scan",39,39,0,0,0.623,9.26,0.966610987,0,"2","diving","2"
"Metryorhynchus","Houssaye et al. (2016)","SNMS 10116","Thin section",11,12,166.1,157.3,0.828,27.384,1.437496886,0,"2","diving","2"
"Callophoca_obscura.1","Dewaele et al. (2019)","Histos 170","Thin section",36,36,5.3,3.6,0.733,25.86,1.412628521,0,"2","diving","2"
"Protochampsidae","Arcucci et al. (2019)","CRILAR-PV 603","Thin section",3,3,236.7,235.6,0.673,10.17,1.007320953,0,"2","diving","2"
"Metryorhynchus.1","Houssaye et al. (2016)","SNMS 10116","Thin section",11,12,166.1,157.3,0.828,27.384,1.437496886,0,"2","diving","2"
"Hippopotamus_amphibius","Houssaye et al. (2021)","MNHN ZM MO 1971–308","CT scan",39,39,0,0,0.828,59.34,1.773347542,0,"2","diving","2"
"Caiman_yacare","Andrade et al. (2020)","MBC-225-Pv","Thin section",39,39,0,0,0.929,12.623,1.101162582,0,"2","diving","2"
"Choeropsis_liberiensis","Houssaye et al. (2021)","MNHN ZM MO 1944–146","CT scan",38,39,0.0117,0,0.767,29.78,1.473924693,0,"2","diving","2"
"Remingtonocetus","Houssaye et al. (2015)","GSP-UM 3054","CT scan",26,26,47.8,41.2,0.765,35.72,1.55291145,0,"2","diving","2"
"Chironectes_minimus","This study","UMMZ_126289","",39,39,0,0,0.849,4.78,0.679427897,0,"2","diving","2"
"Aptenodytes______","Ksepka et al. (2015)","AMNH 3728","Thin section",39,39,0,0,0.864,16.395,1.214711421,0,"2","diving","2"
"Nothosaurus_mirabilis_1","Krahl et al. (2013)","SIPB R 50/2","Thin section",2,2,242,237,0.776,21.7,1.336459734,0,"2","diving","2"
"Plesiosaurus.1","Wintrich et al. (2017)","STIPB R 89","Thin section",7,7,199.3,190.8,0.9,41,1.612783857,0,"2","diving","2"
"Protochampsidae.1","Arcucci et al. (2019)","CRILAR-PV 603","Thin section",3,3,236.7,235.6,0.673,10.17,1.007320953,0,"2","diving","2"
"Serpianosaurus","Hugi et al. (2011)","T105","Thin section",1,1,247.2,242,0.989,4.8,0.681241237,0,"2","diving","2"
"Plesiosaurus.2","Wintrich et al. (2017)","STIPB R 89","Thin section",7,7,199.3,190.8,0.9,41,1.612783857,0,"2","diving","2"
"Ichtyosaurus_","Houssaye et al. (2014)"," SMNS unnumbered ","Thin section",6,8,201.3,174.1,0.659,86.48,1.936915681,0,"2","diving","2"
"Hippopotamus_amphibius.1","Houssaye et al. (2021)","MNHN ZM MO 1971–308","CT scan",39,39,0,0,0.828,59.34,1.773347542,0,"2","diving","2"
"Paraplacodus.1","Klein et al. (2015)","PIMUZ T5845","Thin section",2,2,247.2,237,0.939,9.05,0.956648579,0,"2","diving","2"
"Dyrosaurid.2","Andrade & Sayao (2014)","CAV 0010-V","Thin section",23,24,72.1,61.6,0.635,12.54,1.098297536,0,"2","none","2"
"Champsosaurus.1","Katsura (2010)","MOR740","Thin section",23,23,72.1,66,0.952,12.389,1.093036253,0,"2","diving","2"
"Baryonyx","This study","BMNH 9951","CT scan",17,17,129.4,127,0.876,154,2.187520721,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_","Ibrahim et al. (2014)","FSAC-KK 11888","Thin section",20,20,100.5,93.9,0.968,81.52,1.911264171,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus","Ibrahim et al. (2014)","GAD500","Thin section",18,19,125,100.5,0.682,120.6,2.081347308,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.1","Nathan et al",NA,"D same as Fabbri Cg low of 3 CT scans",20,20,100.5,93.9,0.804,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.2","Nathan et al",NA,"D same as Fabbri Cg medium of 3 CT scans",20,20,100.5,93.9,0.849,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.3","Nathan et al",NA,"D same as Fabbri Cg high of 3 CT scans",20,20,100.5,93.9,0.888,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.4","Nathan et al",NA,"D same as Fabbri Cg Fabbri et al claim in reply",20,20,100.5,93.9,0.914,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.5","Nathan et al",NA,"D scaled to adult Cg same as Fabbri",20,20,100.5,93.9,0.968,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.6","Nathan et al",NA,"D scaled to adult Cg low of 3 CT scans",20,20,100.5,93.9,0.804,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.7","Nathan et al",NA,"D scaled to adult Cg medium of 3 CT scans",20,20,100.5,93.9,0.849,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.8","Nathan et al",NA,"D scaled to adult Cg high of 3 CT scans",20,20,100.5,93.9,0.888,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.9","Nathan et al",NA,"D scaled to adult Cg Fabbri et al claim in reply",20,20,100.5,93.9,0.914,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.10","Nathan et al",NA,"D baby femur Cg SB scan high",20,20,100.5,93.9,0.699,57.39,1.75884,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.11","Nathan et al",NA,"D baby femur Cg SB scan low",20,20,100.5,93.9,0.689,57.39,1.75884,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.1","Nathan et al",NA,"D same as Fabbri Cg from SB scan",18,19,125,100.5,0.628,120.6,2.08135,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.2","Nathan et al",NA,"D actual max GAD500 Cg same as Fabbri",18,19,125,100.5,0.682,146.4,2.16554,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.3","Nathan et al",NA,"D actual max GAD500 Cg from SB scan",18,19,125,100.5,0.628,146.4,2.16554,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.1","Nathan et al",NA,"D same as Fabbri Cg scanned Cg high",17,17,129.4,127,0.887,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.2","Nathan et al",NA,"D same as Fabbri Cg scanned Cg median",17,17,129.4,127,0.826,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.3","Nathan et al",NA,"D same as Fabbri Cg scanned Cg low",17,17,129.4,127,0.767,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
