"","Reference","Specimen","Type.of.data","AFA","ALA","FAD","LAD","Global.compactness","MD..mm.","MD.log","Flying","Diving","finest.category","diving.or.not"
"Rhaeticosaurus","Wintrich et al. (2017)","LWL-MFN P 64047","Thin section",5,5,208.5,201.3,0.936,36,1.556302501,0,"2","diving","2"
"Nothosaurus_giganteus","Krahl et al. (2013)","SIPB R 49","Thin section",2,2,242,237,0.738,26.819,1.42844258,0,"2","diving","2"
"Nothosaurus_568","Klein (2010)","Wijk-A568","Thin section",2,2,242,237,0.909,5.464,0.737510691,0,"2","diving","2"
"Lutra_vulgaris","This study","UMZC_K2768","",39,39,0,0,0.85,10.02,1.000867722,0,"2","diving","2"
"Serpianosaurus.1","Hugi et al. (2011)","T105","Thin section",1,1,247.2,242,0.989,4.8,0.681241237,0,"2","diving","2"
"Nanophoca_vitulinoides","Dewaele et al. (2019)","Histos 1935","Thin section",32,33,14.2,11.6,0.973,20.3,1.307496038,0,"2","diving","2"
"Placondontia_indet","Klein et al. (2015)","MB.R. 812","Thin section",2,2,242,237,0.959,23.38,1.368844507,0,"2","diving","2"
"Basilosaurus","Houssaye et al. (2015)","UM 97527 (WH-152)","CT scan",27,28,41.2,33.9,0.926,21.96,1.341632336,0,"2","diving","2"
"Paraplacodus","Klein et al. (2015)","PIMUZ T5845","Thin section",2,2,247.2,237,0.939,9.05,0.956648579,0,"2","diving","2"
"Plesiosaurus.1","Wintrich et al. (2017)","STIPB R 89","Thin section",7,7,199.3,190.8,0.9,41,1.612783857,0,"2","diving","2"
"Leptophoca_proxima","Dewaele et al. (2019)","Histos 166","Thin section",32,34,15.97,7.246,0.729,28.9,1.460897843,0,"2","diving","2"
"Metryorhynchus","Houssaye et al. (2016)","SNMS 10116","Thin section",11,12,166.1,157.3,0.828,27.384,1.437496886,0,"2","diving","2"
"Maiacetus","Houssaye et al. (2015)","GSP-UM 3551","Synchrotron",26,27,47.8,37.8,0.985,30.43,1.483301952,0,"2","diving","2"
"Pistosaurus","Wintrich et al. (2017)","SMNS 84825","Thin section",2,2,242,237,0.845,27.56,1.440279213,0,"2","diving","2"
"Phalacrocorax_harrisi","This study","NHMUK_S1972.1.39","CT scan",39,39,0,0,0.623,9.26,0.966610987,0,"2","diving","2"
"Chironectes_minimus","This study","UMMZ_126289","",39,39,0,0,0.849,4.78,0.679427897,0,"2","diving","2"
"Nothosaurus_mirabilis_1","Krahl et al. (2013)","SIPB R 50/2","Thin section",2,2,242,237,0.776,21.7,1.336459734,0,"2","diving","2"
"Maiacetus.1","Houssaye et al. (2015)","GSP-UM 3551","Synchrotron",26,27,47.8,37.8,0.985,30.43,1.483301952,0,"2","diving","2"
"Cryptoclidus","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Basilosaurus.1","Houssaye et al. (2015)","UM 97527 (WH-152)","CT scan",27,28,41.2,33.9,0.926,21.96,1.341632336,0,"2","diving","2"
"Chironectes_minimus.1","This study","UMMZ_126289","",39,39,0,0,0.849,4.78,0.679427897,0,"2","diving","2"
"Nothosaurus_102.1","Klein (2010)","Wijk-06-102","Thin section",2,2,242,237,0.955,5.168,0.713322505,0,"2","diving","2"
"Neusticosaurus","Hugi et al. (2011)","T3437","Thin section",2,2,242,237,0.968,19.1,1.281033367,0,"2","diving","2"
"Phalacrocorax_harrisi.1","This study","NHMUK_S1972.1.39","CT scan",39,39,0,0,0.623,9.26,0.966610987,0,"2","diving","2"
"Hesperornis","Wilson & Chin (2014)","YPM 1201","Thin section",21,22,89.8,72.1,0.725,22.914,1.360100909,0,"2","diving","2"
"Desmana_moschata.1","This study","UMMZ_124125","",39,39,0,0,0.89,5.1,0.707570176,0,"2","diving","2"
"Chapsosaurus_.1","Katsura (2010)","UCMP142195","Thin section",24,24,66,61.6,0.968,7.85,0.894869657,0,"2","diving","2"
"Psephoderma.1","Klein et al. (2015)","PIMUZ A/III","Thin section",5,5,208.5,201.3,0.843,9.37,0.971739591,0,"2","diving","2"
"Cryptoclidus.1","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Cryptoclidus.2","Wintrich et al. (2017)","STIPB R 324","Thin section",11,11,166.1,163.5,0.97,84.08,1.924692703,0,"2","diving","2"
"Spheniscus","This study","NHMUK_S_2000.7.1","CT scan",39,39,0,0,0.872,8.06,0.906335042,0,"2","diving","2"
"Phalacrocorax_harrisi.2","This study","NHMUK_S1972.1.39","CT scan",39,39,0,0,0.623,9.26,0.966610987,0,"2","diving","2"
"Simosaurus_1.1","Klein & Griebeler (2016)","SMNS 18689","Thin section",1,2,247.2,237,0.764,22.9,1.359835482,0,"2","diving","2"
"Serpianosaurus.2","Hugi et al. (2011)","T105","Thin section",1,1,247.2,242,0.989,4.8,0.681241237,0,"2","diving","2"
"Placodontia_indet_1","Klein et al. (2015)","MB.R. 961","Thin section",1,1,247.2,242,0.859,20.97,1.32159843,0,"2","diving","2"
"Choeropsis_liberiensis","Houssaye et al. (2021)","MNHN ZM MO 1944–146","CT scan",38,39,0.0117,0,0.767,29.78,1.473924693,0,"2","diving","2"
"Pistosaurus.1","Wintrich et al. (2017)","SMNS 84825","Thin section",2,2,242,237,0.845,27.56,1.440279213,0,"2","diving","2"
"Maiacetus.2","Houssaye et al. (2015)","GSP-UM 3551","Synchrotron",26,27,47.8,37.8,0.985,30.43,1.483301952,0,"2","diving","2"
"Castor_fiber.1","Hayashi et al. (2015)","IPB M2","CT scan",39,39,0,0,0.749,29,1.462397998,0,"2","diving","2"
"Nothosaurus_102.2","Klein (2010)","Wijk-06-102","Thin section",2,2,242,237,0.955,5.168,0.713322505,0,"2","diving","2"
"Nothosaurus_102.3","Klein (2010)","Wijk-06-102","Thin section",2,2,242,237,0.955,5.168,0.713322505,0,"2","diving","2"
"Micropotamogale_euwenzorii","This study","Image stack","",39,39,0,0,0.844,2.31,0.36361198,0,"2","diving","2"
"Basilosaurus.2","Houssaye et al. (2015)","UM 97527 (WH-152)","CT scan",27,28,41.2,33.9,0.926,21.96,1.341632336,0,"2","diving","2"
"Castor_fiber.2","Hayashi et al. (2015)","IPB M2","CT scan",39,39,0,0,0.749,29,1.462397998,0,"2","diving","2"
"Placodontia_indet_1.1","Klein et al. (2015)","MB.R. 961","Thin section",1,1,247.2,242,0.859,20.97,1.32159843,0,"2","diving","2"
"Cricosaurus","Herrera et al. (2015)","MLP 73-II-27-6","Thin section",14,14,152.1,145,0.874,16.265,1.211254068,0,"2","diving","2"
"Micropotamogale_euwenzorii.1","This study","Image stack","",39,39,0,0,0.844,2.31,0.36361198,0,"2","diving","2"
"Baryonyx","This study","BMNH 9951","CT scan",17,17,129.4,127,0.876,154,2.187520721,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_","Ibrahim et al. (2014)","FSAC-KK 11888","Thin section",20,20,100.5,93.9,0.968,81.52,1.911264171,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus","Ibrahim et al. (2014)","GAD500","Thin section",18,19,125,100.5,0.682,120.6,2.081347308,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.1","Nathan et al",NA,"D same as Fabbri Cg low of 3 CT scans",20,20,100.5,93.9,0.804,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.2","Nathan et al",NA,"D same as Fabbri Cg medium of 3 CT scans",20,20,100.5,93.9,0.849,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.3","Nathan et al",NA,"D same as Fabbri Cg high of 3 CT scans",20,20,100.5,93.9,0.888,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.4","Nathan et al",NA,"D same as Fabbri Cg Fabbri et al claim in reply",20,20,100.5,93.9,0.914,81.52,1.91126,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.5","Nathan et al",NA,"D scaled to adult Cg same as Fabbri",20,20,100.5,93.9,0.968,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.6","Nathan et al",NA,"D scaled to adult Cg low of 3 CT scans",20,20,100.5,93.9,0.804,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.7","Nathan et al",NA,"D scaled to adult Cg medium of 3 CT scans",20,20,100.5,93.9,0.849,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.8","Nathan et al",NA,"D scaled to adult Cg high of 3 CT scans",20,20,100.5,93.9,0.888,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.9","Nathan et al",NA,"D scaled to adult Cg Fabbri et al claim in reply",20,20,100.5,93.9,0.914,133.434,2.12527,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.10","Nathan et al",NA,"D baby femur Cg SB scan high",20,20,100.5,93.9,0.699,57.39,1.75884,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Spinosaurus_.11","Nathan et al",NA,"D baby femur Cg SB scan low",20,20,100.5,93.9,0.689,57.39,1.75884,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.1","Nathan et al",NA,"D same as Fabbri Cg from SB scan",18,19,125,100.5,0.628,120.6,2.08135,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.2","Nathan et al",NA,"D actual max GAD500 Cg same as Fabbri",18,19,125,100.5,0.682,146.4,2.16554,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Suchomimus.3","Nathan et al",NA,"D actual max GAD500 Cg from SB scan",18,19,125,100.5,0.628,146.4,2.16554,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.1","Nathan et al",NA,"D same as Fabbri Cg scanned Cg high",17,17,129.4,127,0.887,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.2","Nathan et al",NA,"D same as Fabbri Cg scanned Cg median",17,17,129.4,127,0.826,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
"Baryonyx.3","Nathan et al",NA,"D same as Fabbri Cg scanned Cg low",17,17,129.4,127,0.767,154,2.18752,0,"UNKNOWN","UNKNOWN","UNKNOWN"
